personId,firstName,familyName,position,heightInches,weight,birthDate
203486,Mason,Plumlee,Forward-Center,84,254,1990-03-05
203497,Rudy,Gobert,Center,85,258,1992-06-26
203500,Steven,Adams,Center,83,265,1993-07-20
203501,Tim,Hardaway Jr.,Guard-Forward,77,205,1992-03-16
203507,Giannis,Antetokounmpo,Forward,83,243,1994-12-06
203552,Seth,Curry,Guard,73,185,1990-08-23
203648,Thanasis,Antetokounmpo,Forward,79,219,1992-07-18
203897,Zach,LaVine,Guard,77,200,1995-03-10
203901,Elfrid,Payton,Guard,75,195,1994-02-22
203903,Jordan,Clarkson,Guard,77,194,1992-06-07
203914,Gary,Harris,Guard,76,210,1994-09-14
203915,Spencer,Dinwiddie,Guard,77,215,1993-04-06
203924,Jerami,Grant,Forward,79,213,1994-03-12
203926,Doug,McDermott,Forward,79,225,1992-01-03
203932,Aaron,Gordon,Forward,80,235,1995-09-16
203935,Marcus,Smart,Guard,75,220,1994-03-06
203937,Kyle,Anderson,Forward-Guard,80,230,1993-09-20
203939,Dwight,Powell,Forward-Center,82,240,1991-07-20
203944,Julius,Randle,Forward-Center,81,250,1994-11-29
203952,Andrew,Wiggins,Forward,78,197,1995-02-23
203954,Joel,Embiid,Center-Forward,84,270,1994-03-16
203957,Dante,Exum,Guard,77,214,1995-07-13
203967,Dario,Saric,Forward-Center,82,225,1994-04-08
203991,Clint,Capela,Center,82,256,1994-05-18
203992,Bogdan,Bogdanović,Guard,77,225,1992-08-18
203994,Jusuf,Nurkić,Center,83,290,1994-08-23
203995,Vasilije,Micic,Guard,75,188,1994-01-13
203999,Nikola,Jokić,Center,83,284,1995-02-19
204001,Kristaps,Porziņģis,Forward-Center,86,240,1995-08-02
204060,Joe,Ingles,Forward-Guard,80,220,1987-10-02
204456,T.J.,McConnell,Guard,73,190,1992-03-25
1626143,Jahlil,Okafor,Center-Forward,82,270,1995-12-15
1626145,Tyus,Jones,Guard,72,196,1996-05-10
1626153,Delon,Wright,Guard,77,185,1992-04-26
1626156,D'Angelo,Russell,Guard,75,193,1996-02-23
1626157,Karl-Anthony,Towns,Center-Forward,84,248,1995-11-15
1626158,Richaun,Holmes,Forward,81,235,1993-10-15
1626162,Kelly,Oubre Jr.,Forward-Guard,80,210,1995-12-09
1626164,Devin,Booker,Guard,77,206,1996-10-30
1626166,Cameron,Payne,Guard,74,183,1994-08-08
1626167,Myles,Turner,Center-Forward,83,250,1996-03-24
1626168,Trey,Lyles,Forward,81,234,1995-11-05
1626171,Bobby,Portis Jr.,Forward,81,250,1995-02-10
1626172,Kevon,Looney,Forward,81,222,1996-02-06
1626179,Terry,Rozier,Guard,73,190,1994-03-17
1626181,Norman,Powell,Guard,75,215,1993-05-25
1626192,Pat,Connaughton,Guard,77,209,1993-01-06
1626196,Josh,Richardson,Guard,77,200,1993-09-15
1626204,Larry,Nance Jr.,Forward-Center,78,245,1993-01-01
1626220,Royce,O'Neale,Forward,78,226,1993-06-05
1627732,Ben,Simmons,Guard-Forward,82,240,1996-07-20
1627734,Domantas,Sabonis,Forward-Center,82,240,1996-05-03
1627736,Malik,Beasley,Guard,76,187,1996-11-26
1627739,Kris,Dunn,Guard,75,205,1994-03-18
1627741,Buddy,Hield,Guard,76,220,1992-12-17
1627742,Brandon,Ingram,Forward,80,190,1997-09-02
1627746,Skal,Labissiere,Forward-Center,82,235,1996-03-18
1627747,Caris,LeVert,Guard,79,205,1994-08-25
1627749,Dejounte,Murray,Guard,76,180,1996-09-19
1627750,Jamal,Murray,Guard,76,215,1997-02-23
1627751,Jakob,Poeltl,Center,84,253,1995-10-15
1627752,Taurean,Prince,Forward,78,218,1994-03-22
1627759,Jaylen,Brown,Guard-Forward,78,223,1996-10-24
1627763,Malcolm,Brogdon,Guard,76,229,1992-12-11
1627777,Georges,Niang,Forward,78,230,1993-06-17
1627780,Gary,Payton II,Guard,74,195,1992-12-01
1627783,Pascal,Siakam,Forward,80,245,1994-04-02
1627814,Damion,Lee,Guard-Forward,78,210,1992-10-21
1627824,Guerschon,Yabusele,Forward,79,265,1995-12-17
1627826,Ivica,Zubac,Center,84,240,1997-03-18
1627827,Dorian,Finney-Smith,Forward,79,220,1993-05-04
1627832,Fred,VanVleet,Guard,72,197,1994-02-25
1627884,Derrick,Jones Jr.,Forward,78,210,1997-02-15
1627936,Alex,Caruso,Guard,77,186,1994-02-28
1628365,Markelle,Fultz,Guard,76,209,1998-05-29
1628366,Lonzo,Ball,Guard,77,190,1997-10-27
1628368,De'Aaron,Fox,Guard,75,185,1997-12-20
1628369,Jayson,Tatum,Forward-Guard,80,210,1998-03-03
1628370,Malik,Monk,Guard,75,200,1998-02-04
1628371,Jonathan,Isaac,Forward,82,230,1997-10-03
1628374,Lauri,Markkanen,Forward-Center,85,240,1997-05-22
1628378,Donovan,Mitchell,Guard,74,215,1996-09-07
1628379,Luke,Kennard,Guard,77,206,1996-06-24
1628380,Zach,Collins,Forward-Center,81,240,1997-11-19
1628381,John,Collins,Forward-Center,81,226,1997-09-23
1628384,OG,Anunoby,Forward-Guard,79,240,1997-07-17
1628386,Jarrett,Allen,Center,81,243,1998-04-21
1628389,Bam,Adebayo,Center-Forward,81,255,1997-07-18
1628392,Isaiah,Hartenstein,Center-Forward,84,250,1998-05-05
1628396,Tony,Bradley,Center-Forward,82,248,1998-01-08
1628398,Kyle,Kuzma,Forward,80,221,1995-07-24
1628401,Derrick,White,Guard,76,190,1994-07-02
1628404,Josh,Hart,Guard,77,215,1995-03-06
1628408,PJ,Dozier,Guard-Forward,78,205,1996-10-25
1628415,Dillon,Brooks,Guard-Forward,79,225,1996-01-22
1628418,Thomas,Bryant,Center-Forward,81,248,1997-07-31
1628420,Monte,Morris,Guard,74,183,1995-06-27
1628427,Vlatko,Čančar,Forward,80,236,1997-04-10
1628436,Luke,Kornet,Center-Forward,85,250,1995-07-15
1628449,Chris,Boucher,Forward,80,200,1993-01-11
1628464,Daniel,Theis,Forward-Center,80,245,1992-04-04
1628467,Maxi,Kleber,Forward,82,240,1992-01-29
1628470,Torrey,Craig,Forward,77,221,1990-12-19
1628502,Nigel,Hayes-Davis,Forward,79,254,1994-12-16
1628960,Grayson,Allen,Guard,75,198,1995-10-08
1628963,Marvin,Bagley III,Forward,82,235,1999-03-14
1628964,Mo,Bamba,Center,84,231,1998-05-12
1628969,Mikal,Bridges,Guard-Forward,78,209,1996-08-30
1628970,Miles,Bridges,Forward,79,225,1998-03-21
1628971,Bruce,Brown,Guard-Forward,76,202,1996-08-15
1628973,Jalen,Brunson,Guard,74,190,1996-08-31
1628975,Jevon,Carter,Guard,72,190,1995-09-14
1628976,Wendell,Carter Jr.,Center-Forward,82,270,1999-04-16
1628978,Donte,DiVincenzo,Guard,76,203,1997-01-31
1628981,Bruno,Fernando,Forward-Center,81,240,1998-08-15
1628983,Shai,Gilgeous-Alexander,Guard,78,195,1998-07-12
1628988,Aaron,Holiday,Guard,72,185,1996-09-30
1628989,Kevin,Huerter,Guard-Forward,78,190,1998-08-27
1628991,Jaren,Jackson Jr.,Forward-Center,82,242,1999-09-15
1628995,Kevin,Knox II,Forward,80,215,1999-08-11
1628997,Caleb,Martin,Forward,77,205,1995-09-28
1628998,Cody,Martin,Forward,78,205,1995-09-28
1629001,De'Anthony,Melton,Guard,74,200,1998-05-28
1629003,Shake,Milton,Guard,77,205,1996-09-26
1629004,Svi,Mykhailiuk,Guard-Forward,79,205,1997-06-10
1629006,Josh,Okogie,Guard,76,213,1998-09-01
1629008,Michael,Porter Jr.,Forward,82,218,1998-06-29
1629011,Mitchell,Robinson,Center-Forward,84,240,1998-04-01
1629012,Collin,Sexton,Guard,75,190,1999-01-04
1629013,Landry,Shamet,Guard,77,190,1997-03-13
1629014,Anfernee,Simons,Guard,75,200,1999-06-08
1629018,Gary,Trent Jr.,Guard,77,204,1999-01-18
1629020,Jarred,Vanderbilt,Forward,80,214,1999-04-03
1629021,Moritz,Wagner,Forward-Center,83,245,1997-04-26
1629022,Lonnie,Walker IV,Guard-Forward,76,204,1998-12-14
1629023,P.J.,Washington,Forward,79,230,1998-08-23
1629026,Kenrich,Williams,Guard-Forward,79,210,1994-12-02
1629027,Trae,Young,Guard,74,164,1998-09-19
1629028,Deandre,Ayton,Center,84,252,1998-07-23
1629029,Luka,Dončić,Forward-Guard,80,230,1999-02-28
1629048,Goga,Bitadze,Center-Forward,83,250,1999-07-20
1629052,Oshae,Brissett,Forward-Guard,79,210,1998-06-20
1629056,Terence,Davis,Guard,76,201,1997-05-16
1629057,Robert,Williams III,Center-Forward,81,249,1997-10-17
1629060,Rui,Hachimura,Forward,80,230,1998-02-08
1629098,Jack,McVeigh,Guard-Forward,80,215,1996-06-27
1629111,Jock,Landale,Center,83,255,1995-10-25
1629130,Duncan,Robinson,Forward,79,215,1994-04-22
1629162,Jordan,McLaughlin,Guard,71,185,1996-04-09
1629216,Gabe,Vincent,Guard,74,200,1996-06-14
1629234,Drew,Eubanks,Forward-Center,82,245,1997-02-01
1629312,Haywood,Highsmith,Forward,77,220,1996-12-09
1629599,Amir,Coffey,Guard-Forward,79,210,1997-06-17
1629610,DaQuan,Jeffries,Guard-Forward,77,222,1997-08-30
1629611,Terance,Mann,Guard-Forward,78,215,1996-10-18
1629614,Andrew,Nembhard,Guard-Forward,76,191,2000-01-16
1629618,Jalen,Pickett,Guard,74,202,1999-10-22
1629622,Max,Strus,Guard-Forward,77,215,1996-03-28
1629626,Bol,Bol,Center-Forward,87,220,1999-11-16
1629627,Zion,Williamson,Forward,78,284,2000-07-06
1629628,RJ,Barrett,Forward-Guard,78,214,2000-06-14
1629629,Cam,Reddish,Forward-Guard,79,217,1999-09-01
1629630,Ja,Morant,Guard,74,174,1999-08-10
1629631,De'Andre,Hunter,Forward-Guard,79,221,1997-12-02
1629632,Coby,White,Guard,76,210,2000-02-16
1629634,Brandon,Clarke,Forward,80,215,1996-09-19
1629636,Darius,Garland,Guard,73,192,2000-01-26
1629637,Jaxson,Hayes,Center-Forward,84,220,2000-05-23
1629638,Nickeil,Alexander-Walker,Guard,77,205,1998-09-02
1629639,Tyler,Herro,Guard,77,195,2000-01-20
1629640,Keldon,Johnson,Forward-Guard,78,220,1999-10-11
1629643,Chuma,Okeke,Forward,79,229,1998-08-18
1629645,Kevin,Porter Jr.,Guard-Forward,77,203,2000-05-04
1629646,Charles,Bassey,Center-Forward,82,230,2000-10-28
1629650,Moses,Brown,Center,86,258,1999-10-13
1629651,Nic,Claxton,Center,83,215,1999-04-17
1629652,Luguentz,Dort,Guard,76,220,1999-04-19
1629655,Daniel,Gafford,Forward-Center,82,265,1998-10-01
1629656,Quentin,Grimes,Guard,77,207,2000-05-08
1629659,Talen,Horton-Tucker,Guard,76,234,2000-11-25
1629660,Ty,Jerome,Guard-Forward,77,195,1997-07-08
1629661,Cameron,Johnson,Forward,80,210,1996-03-03
1629667,Jalen,McDaniels,Forward,81,190,1998-01-31
1629669,Jaylen,Nowell,Guard,76,201,1999-07-09
1629673,Jordan,Poole,Guard,76,194,1999-06-19
1629674,Neemias,Queta,Center,84,248,1999-07-13
1629675,Naz,Reid,Center-Forward,81,264,1999-08-26
1629680,Matisse,Thybulle,Guard-Forward,77,202,1997-03-04
1629684,Grant,Williams,Forward,79,236,1998-11-30
1629723,John,Konchar,Guard,77,210,1996-03-22
1629726,Garrison,Mathews,Guard,77,215,1996-10-24
1629731,Dean,Wade,Forward-Center,81,228,1996-11-20
1629750,Javonte,Green,Guard,77,205,1993-07-23
1630162,Anthony,Edwards,Guard,76,225,2001-08-05
1630163,LaMelo,Ball,Guard,79,180,2001-08-22
1630164,James,Wiseman,Center,83,240,2001-03-31
1630165,Killian,Hayes,Guard,76,195,2001-07-27
1630166,Deni,Avdija,Forward,80,228,2001-01-03
1630167,Obi,Toppin,Forward,81,220,1998-03-04
1630168,Onyeka,Okongwu,Forward-Center,82,240,2000-12-11
1630169,Tyrese,Haliburton,Guard,77,185,2000-02-29
1630170,Devin,Vassell,Guard-Forward,77,200,2000-08-23
1630171,Isaac,Okoro,Forward-Guard,76,225,2001-01-26
1630172,Patrick,Williams,Forward,78,235,2001-08-26
1630173,Precious,Achiuwa,Forward,80,243,1999-09-19
1630174,Aaron,Nesmith,Guard-Forward,77,215,1999-10-16
1630175,Cole,Anthony,Guard,74,185,2000-05-15
1630178,Tyrese,Maxey,Guard,74,200,2000-11-04
1630180,Saddiq,Bey,Guard-Forward,80,215,1999-04-09
1630182,Josh,Green,Guard,78,200,2000-11-16
1630183,Jaden,McDaniels,Forward,81,185,2000-09-29
1630188,Jalen,Smith,Forward-Center,80,244,2000-03-16
1630191,Isaiah,Stewart,Forward-Center,80,250,2001-05-22
1630192,Zeke,Nnaji,Forward-Center,82,240,2001-01-09
1630193,Immanuel,Quickley,Guard,74,190,1999-06-17
1630194,Paul,Reed,Forward,81,210,1999-06-14
1630198,Isaiah,Joe,Guard,76,165,1999-07-02
1630200,Tre,Jones,Guard,73,190,2000-01-08
1630201,Malachi,Flynn,Guard,73,185,1998-05-09
1630202,Payton,Pritchard,Guard,73,195,1998-01-28
1630205,Lamar,Stevens,Forward,79,230,1997-07-09
1630208,Nick,Richards,Center,83,245,1997-11-29
1630209,Omer,Yurtseven,Center,83,275,1998-06-19
1630214,Xavier,Tillman,Forward,80,245,1999-01-12
1630215,Jared,Butler,Guard,75,193,2000-08-25
1630217,Desmond,Bane,Guard,78,215,1998-06-25
1630222,Mason,Jones,Guard,76,200,1998-07-21
1630224,Jalen,Green,Guard,76,186,2002-02-09
1630227,Daishen,Nix,Guard,76,238,2002-02-13
1630228,Jonathan,Kuminga,Forward,79,225,2002-10-06
1630230,Naji,Marshall,Forward,78,220,1998-01-24
1630231,KJ,Martin,Forward,78,215,2001-01-06
1630241,Sam,Merrill,Guard,76,205,1996-05-15
1630243,Trevelin,Queen,Guard,77,190,1997-02-25
1630245,Ayo,Dosunmu,Guard,76,201,2000-01-17
1630249,Vít,Krejčí,Guard,80,195,2000-06-19
1630256,Jae'Sean,Tate,Forward,76,230,1995-10-28
1630264,Anthony,Gill,Forward,79,230,1992-10-17
1630283,Kylor,Kelley,Center,84,215,1997-08-26
1630286,Trevon,Scott,Forward,80,225,1996-11-25
1630288,Jeff,Dowtin Jr.,Guard,75,177,1997-05-10
1630296,Braxton,Key,Forward,80,225,1997-02-14
1630311,Pat,Spencer,Guard,74,205,1996-07-04
1630314,Brandon,Williams,Guard,73,190,1999-11-22
1630322,Lindy,Waters III,Forward,77,210,1997-07-28
1630346,Matt,Ryan,Forward,78,215,1997-04-17
1630526,Jeremiah,Robinson-Earl,Forward,81,240,2000-11-03
1630527,Brandon,Boston,Guard,78,188,2001-11-28
1630528,Josh,Christopher,Guard,76,215,2001-12-08
1630529,Herbert,Jones,Forward,79,206,1998-10-06
1630530,Trey,Murphy III,Forward,80,206,2000-06-18
1630531,Jaden,Springer,Guard,76,202,2002-09-25
1630532,Franz,Wagner,Forward,82,220,2001-08-27
1630533,Ziaire,Williams,Forward,81,185,2001-09-12
1630534,Ochai,Agbaji,Guard,77,215,2000-04-20
1630536,Sharife,Cooper,Guard,72,176,2001-06-11
1630537,Chris,Duarte,Guard,77,190,1997-06-13
1630538,Bones,Hyland,Guard,74,169,2000-09-14
1630539,Kai,Jones,Center-Forward,83,221,2001-01-19
1630540,Miles,McBride,Guard,74,195,2000-09-08
1630541,Moses,Moody,Guard,77,211,2002-05-31
1630542,Marcus,Bagley,Forward,78,217,2001-10-23
1630543,Isaiah,Jackson,Forward,80,205,2002-01-10
1630544,Tre,Mann,Guard,76,178,2001-02-03
1630545,Terrence,Shannon Jr,Guard-Forward,78,215,2000-07-30
1630548,Johnny,Juzang,Guard,79,226,2001-03-17
1630549,Day'Ron,Sharpe,Center,82,265,2001-11-06
1630550,JT,Thor,Forward,81,203,2002-08-26
1630551,Justin,Champagnie,Guard-Forward,78,206,2001-06-29
1630552,Jalen,Johnson,Forward,80,219,2001-12-18
1630553,Keon,Johnson,Guard,77,185,2002-03-10
1630556,Kessler,Edwards,Forward,79,203,2000-08-09
1630557,Corey,Kispert,Forward,78,224,1999-03-03
1630558,Davion,Mitchell,Guard,72,202,1998-09-05
1630559,Austin,Reaves,Guard,77,197,1998-05-29
1630560,Cam,Thomas,Guard,75,210,2001-10-13
1630561,David,Duke Jr.,Guard,76,204,1999-10-13
1630567,Scottie,Barnes,Forward-Guard,80,237,2001-08-01
1630568,Luka,Garza,Center,82,243,1998-12-27
1630570,Trendon,Watford,Guard-Forward,80,245,2000-11-09
1630572,Sandro,Mamukelashvili,Forward-Center,81,240,1999-05-23
1630573,Sam,Hauser,Forward,79,217,1997-12-08
1630574,Ariel,Hukporti,Center,84,246,2002-04-12
1630577,Julian,Champagnie,Forward,79,217,2001-06-29
1630578,Alperen,Sengun,Center,83,243,2002-07-25
1630579,Jericho,Sims,Center,82,250,1998-10-20
1630581,Josh,Giddey,Guard,79,214,2002-10-10
1630583,Santi,Aldama,Forward-Center,84,215,2001-01-10
1630585,Marcus,Garrett,Guard,77,205,1998-11-09
1630587,Isaiah,Livers,Forward,78,232,1998-07-28
1630590,Scotty,Pippen Jr.,Guard,74,170,2000-11-10
1630591,Jalen,Suggs,Guard,77,205,2001-06-03
1630592,Jalen,Wilson,Forward,78,220,2000-11-04
1630595,Cade,Cunningham,Guard,78,220,2001-09-25
1630596,Evan,Mobley,Center,83,215,2001-06-18
1630598,Aaron,Wiggins,Guard,77,190,1999-01-02
1630600,Isaiah,Mobley,Forward,80,238,1999-09-24
1630604,E.J.,Liddell,Forward,78,240,2000-12-18
1630610,DeJon,Jarreau,Guard,77,185,1998-01-23
1630611,Gui,Santos,Forward,79,185,2002-06-22
1630618,D.J.,Carton,Guard,75,200,2000-08-05
1630619,Moussa,Cisse,Center,83,220,2002-09-10
1630621,Hunter,Dickinson,Center,85,255,2000-11-25
1630623,Tyson,Etienne,Guard,72,200,1999-09-17
1630625,Dalano,Banton,Forward,80,203,1999-11-07
1630631,Jose,Alvarado,Guard,72,179,1998-04-12
1630639,A.J.,Lawson,Guard,78,179,2000-07-15
1630643,Jay,Huff,Center,85,240,1997-08-25
1630644,Mac,McClung,Guard,74,185,1999-01-06
1630649,Stanley,Umude,Guard,78,210,1999-04-12
1630658,Colin,Castleton,Center,82,250,2000-05-25
1630678,Terry,Taylor,Forward,76,230,1999-09-23
1630679,Ethan,Thompson,Guard,76,195,1999-05-04
1630692,Jordan,Goodwin,Guard,75,215,1998-10-23
1630695,Micah,Potter,Center,81,248,1998-04-06
1630696,Dru,Smith,Guard,74,203,1997-12-30
1630699,MarJon,Beauchamp,Forward,79,199,2000-10-12
1630700,Dyson,Daniels,Guard,79,199,2003-03-17
1630702,Jaden,Hardy,Guard,75,198,2002-07-05
1630703,Scoot,Henderson,Guard,75,207,2004-02-03
1630762,Phillip,Wheeler,Forward,80,185,2002-04-23
1630811,Keaton,Wallace,Guard,75,185,1999-02-26
1630828,Alex,Antetokounmpo,Forward,80,214,2001-08-27
1630846,Olivier,Sarr,Center,82,240,1999-02-20
1631093,Jaden,Ivey,Guard,75,195,2002-02-13
1631094,Paolo,Banchero,Forward,82,250,2002-11-12
1631095,Jabari,Smith Jr.,Forward,83,220,2003-05-13
1631096,Chet,Holmgren,Center-Forward,85,208,2002-05-01
1631097,Bennedict,Mathurin,Guard-Forward,77,210,2002-06-19
1631098,Johnny,Davis,Guard,76,195,2002-02-27
1631099,Keegan,Murray,Forward,80,225,2000-08-19
1631101,Shaedon,Sharpe,Guard,77,210,2003-05-30
1631102,TyTy,Washington Jr.,Guard,75,195,2001-11-15
1631103,Malaki,Branham,Forward,76,180,2003-05-12
1631104,Blake,Wesley,Guard,76,190,2003-03-16
1631105,Jalen,Duren,Center,82,250,2003-11-18
1631106,Tari,Eason,Forward,80,215,2001-05-10
1631107,Nikola,Jović,Forward,82,205,2003-06-09
1631108,Max,Christie,Guard,77,190,2003-02-10
1631109,Mark,Williams,Center,85,240,2001-12-16
1631110,Jeremy,Sochan,Forward,80,230,2003-05-20
1631111,Wendell,Moore Jr.,Guard,77,215,2001-09-18
1631113,Kennedy,Chandler,Guard,72,170,2002-09-16
1631114,Jalen,Williams,Guard-Forward,77,211,2001-04-14
1631115,Orlando,Robinson,Center,82,235,2000-07-10
1631116,Patrick,Baldwin Jr.,Forward,84,220,2002-11-18
1631117,Walker,Kessler,Center,86,245,2001-07-26
1631119,Jaylin,Williams,Forward,81,240,2002-06-29
1631120,JD,Davison,Guard,73,195,2002-10-03
1631121,Bryce,McGowens,Guard,78,190,2002-11-08
1631123,Jamaree,Bouyea,Guard,74,180,1999-06-27
1631124,Julian,Strawther,Guard,78,205,2002-04-18
1631126,Caleb,Love,Guard,75,212,2001-09-27
1631127,Harrison,Ingram,Forward,77,230,2002-11-27
1631128,Christian,Braun,Guard,78,220,2001-04-17
1631131,Oscar,Tshiebwe,Forward-Center,80,255,1999-11-27
1631132,Christian,Koloko,Center,83,225,2000-06-20
1631133,Jabari,Walker,Forward,79,237,2002-07-30
1631157,Ryan,Rollins,Guard,75,180,2002-07-03
1631159,Leonard,Miller,Forward,82,220,2003-11-26
1631165,Keon,Ellis,Guard,76,175,2000-01-08
1631166,Drew,Timme,Forward,81,235,2000-09-09
1631169,Josh,Minott,Forward,80,205,2002-11-25
1631170,Jaime,Jaquez Jr.,Guard,78,225,2001-02-18
1631172,Ousmane,Dieng,Forward,81,185,2003-05-21
1631174,Tyler,Burton,Forward,79,215,2000-02-11
1631197,Jared,Rhoden,Guard,77,210,1999-08-27
1631199,Ron,Harper Jr.,Guard-Forward,77,233,2000-04-12
1631200,Kris,Murray,Forward,80,218,2000-08-19
1631204,Marcus,Sasser,Guard,73,195,2000-09-21
1631205,Buddy,Boeheim,Forward,77,205,1999-11-11
1631207,Dalen,Terry,Forward,78,210,2002-07-12
1631209,Isaiah,Wong,Guard,75,185,2001-01-28
1631210,Jacob,Toppin,Forward,81,200,2000-05-08
1631211,Trevor,Keels,Guard,75,215,2003-08-26
1631212,Peyton,Watson,Guard,80,200,2002-09-11
1631213,Tyrese,Martin,Forward,78,215,1999-03-07
1631214,Alondes,Williams,Guard,76,210,1999-06-19
1631216,Caleb,Houstan,Guard,80,205,2003-01-09
1631217,Moussa,Diabaté,Forward,82,210,2002-01-21
1631218,Trayce,Jackson-Davis,Forward,81,245,2000-02-22
1631221,Collin,Gillespie,Guard,73,195,1999-06-25
1631222,Jake,LaRavia,Forward,79,235,2001-11-03
1631223,David,Roddy,Forward,77,255,2001-03-27
1631230,Dominick,Barlow,Forward,81,224,2003-05-26
1631232,Keion,Brooks Jr.,Forward,79,210,2000-08-07
1631243,Mouhamed,Gueye,Forward,83,210,2002-11-09
1631245,Quenton,Jackson,Guard,76,173,1998-09-15
1631246,Vince,Williams Jr.,Guard,76,205,2000-08-30
1631247,Luke,Travers,Forward,78,207,2001-09-03
1631248,Baylor,Scheierman,Guard,78,205,2000-09-26
1631250,Pete,Nance,Forward,81,225,2000-02-19
1631255,Karlo,Matković,Forward-Center,82,231,2001-03-30
1631260,AJ,Green,Guard,76,190,1999-09-27
1631288,Jamal,Cain,Forward,79,191,1999-03-20
1631301,Jaylen,Sims,Guard,78,210,1998-12-11
1631303,Justin,Minaya,Forward,77,205,1999-03-26
1631306,Cole,Swider,Forward,80,220,1999-05-08
1631311,Lester,Quinones,Guard,76,208,2000-11-16
1631321,Sidy,Cissoko,Guard,78,220,2004-04-02
1631323,Simone,Fontecchio,Forward,79,209,1995-12-09
1631338,Mouhamadou,Gueye,Forward,81,210,1998-07-06
1631342,Daeqwon,Plowden,Guard-Forward,76,216,1998-08-29
1631351,Lucas,Williamson,Guard,76,205,1999-01-28
1631386,Tazé,Moore,Guard,77,195,1998-06-29
1631451,Javonte,Cooke,Guard,78,185,1999-07-11
1631457,Alex,Morales,Guard,78,210,1997-11-21
1631466,Nate,Williams,Guard,77,205,1999-02-12
1641705,Victor,Wembanyama,Forward-Center,88,235,2004-01-04
1641706,Brandon,Miller,Forward,79,200,2002-11-22
1641707,Taylor,Hendricks,Forward,81,215,2003-11-22
1641708,Amen,Thompson,Guard-Forward,79,200,2003-01-30
1641709,Ausar,Thompson,Guard-Forward,79,205,2003-01-30
1641710,Anthony,Black,Guard,79,200,2004-01-20
1641711,Gradey,Dick,Guard-Forward,79,200,2003-11-20
1641712,Rayan,Rupert,Guard-Forward,79,205,2004-05-31
1641713,GG,Jackson,Forward,81,210,2004-12-17
1641715,Cam,Whitmore,Forward,78,230,2004-07-08
1641716,Jarace,Walker,Forward,79,235,2003-09-04
1641717,Cason,Wallace,Guard,75,195,2003-11-07
1641718,Keyonte,George,Guard,76,185,2003-11-08
1641720,Jalen,Hood-Schifino,Guard,77,210,2003-06-19
1641721,Maxwell,Lewis,Forward,79,215,2002-07-27
1641722,Jordan,Hawkins,Guard,77,190,2002-04-29
1641723,Kobe,Bufkin,Guard,76,195,2003-09-21
1641724,Jett,Howard,Guard,80,215,2003-09-14
